id,num,reference,site,longitude,latitude,MAT,MAP,SPH,SSOC,STN,SCN,sand,silt,clay,siltclay,texture,alltreatment,treatment,treatment1,treatment2,materialtype,dose,MorganicC,MorganicN,MorganicCN,MorganicPH,Mwater,Cinput,totelCinput,Ninput,orangicN,Ninput1,tillagemethod,returndepth,duration,Cinput1,experientmenttype,croptype,depth,SOC_treat,SOC_treat_SD,SOC_treat_n,SOC_con,SOC_con_SD,SOC_con_n,SOCyi,SOCvi,DSOC,Z_SOC,POC_treat,POC_treat_SD,POC_treat_n,POC_con,POC_con_SD,POC_con_n,POCyi,POCvi,DPOC,MOC_treat,MOC_treat_SD,MOC_treat_n,MOC_con,MOC_con_SD,MOC_con_n,MOCyi,MOCvi,DMOC,POCSOC_treat,POCSOC_treat_SD,POCSOC_treat_n,POCSOC_con,POCSOC_con_SD,POCSOC_con_n,POCSOCyi,POCSOCvi,MOCSOC_treat,MOCSOC_treat_SD,MOCSOC_treat_n,MOCSOC_con,MOCSOC_con_SD,MOCSOC_con_n,MOCSOCyi,MOCSOCvi,MOCPOC_treat,MOCPOC_treat_SD,MOCPOC_treat_n,MOCPOC_con,MOCPOC_con_SD,MOCPOC_con_n,MOCPOCyi,MOCPOCvi,DOC_treat,DOC_treat_SD,DOC_treat_n,DOC_con,DOC_con_SD,DOC_con_n,DOCyi,DOCvi,EOC_treat,EOC_treat_SD,EOC_treat_n,EOC_con,EOC_con_SD,EOC_con_n,EOCyi,EOCvi,MBC_treat,MBC_treat_SD,MBC_treat_n,MBC_con,MBC_con_SD,MBC_con_n,MBCyi,MBCvi,MBN_treat,MBN_treat_SD,MBN_treat_n,MBN_con,MBN_con_SD,MBN_con_n,MBNyi,MBNvi,MBCN_treat,MBCN_treat_SD,MBCN_treat_n,MBCN_con,MBCN_con_SD,MBCN_con_n,MBCNyi,MBCNvi,TN_treat,TN_treat_SD,TN_treat_n,TN_con,TN_con_SD,TN_con_n,TNyi,TNvi,TCN_treat,TCN_treat_SD,TCN_treat_n,TCN_con,TCN_con_SD,TCN_con_n,TCNyi,TCNvi,imblance_treat,imblance_treat_SD,imblance_treat_n,imblance_con,imblance_con_SD,imblance_con_n,imblanceyi,imblancevi,AN_treat,AN_treat_SD,AN_treat_n,AN_con,AN_con_SD,AN_con_n,ANyi,ANvi,TP_treat,TP_treat_SD,TP_treat_n,TP_con,TP_con_SD,TP_con_n,AP_treat,AP_treat_SD,AP_treat_n,AP_con,AP_con_SD,AP_con_n,APyi,APvi,AK_treat,AK_treat_SD,AK_treat_n,AK_con,AK_con_SD,AK_con_n,AKyi,AKvi,pH_treat,pH_treat_SD,pH_treat_n,pH_con,pH_con_SD,pH_con_n,pHyi,pHvi,BD_treat,BD_treat_SD,BD_treat_n,BD_con,BD_con_SD,BD_con_n,BDyi,BDvi,yield_treat,yield_treat_SD,yield_treat_n,yield_con,yield_con_SD,yield_con_n,yieldyi,yieldvi,Dyield
1386,115,"Courtier et al., 2013","the research and outreach farm of the Agricultural Faculty of the University of Bologna, Cadriano, Italy",11.4,44.55,13,714,6.9,7.7,1.1,7,56,16,28,44,sandy clay loam,OM-NF,M-CK,SM,OM,cattle manure,13.5,311,26.8,12.4,,,4.1985,,,,361.8,,,44,184.734,field,wheat maize,0-20,8.71,0.866025404,3,6.46,0.658179307,3,0.298842473,0.006755574,2.25,,,,,,,,,,,5.75,0.796743371,3,4.51,0.381051178,3,0.242902701,0.008779536,1.24,,,,,,,,,0.660160735,0.066016073,3,0.698142415,0.069814241,3,-0.055939772,0.006666667,,,,,,,,,840,34.64101615,3,680,121.2435565,3,0.211309094,0.011163779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,115,"Courtier et al., 2013","the research and outreach farm of the Agricultural Faculty of the University of Bologna, Cadriano, Italy",11.4,44.55,13,714,6.9,7.7,1.1,7,56,16,28,44,sandy clay loam,OM-NF,S-CK,CR,S,wheat maize,13.5,327,5.85,55.8974359,,,4.4145,,,,78.975,,,44,194.238,field,wheat maize,0-20,7.15,0.692820323,3,6.46,0.658179307,3,0.101483039,0.006589945,0.69,,,,,,,,,,,4.93,0.623538291,3,4.51,0.381051178,3,0.089041835,0.007711794,0.42,,,,,,,,,0.68951049,0.068951049,3,0.698142415,0.069814241,3,-0.012441204,0.006666667,,,,,,,,,780,103.9230485,3,680,121.2435565,3,0.137201122,0.016514046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,IF-NF,NP-CK,T2(N20 P60 WR0)-T1,N,,,,,,,,,,140,,,conventional tillage,,2,,field,soybean wheat,0-5,4.19,0.419,3,3.84,0.384,3,0.087228367,0.006666667,0.35,,0.55,0.055,3,0.39,0.039,3,0.343771539,0.006666667,0.16,,,,,,,,,,0.131264916,0.013126492,3,0.1015625,0.01015625,3,0.256543172,0.006666667,,,,,,,,,,,,,,,,,16.2,1.62,3,11,1.1,3,0.387115969,0.006666667,,,,,,,,,126,12.6,3,93,9.3,3,0.303682414,0.006666667,9.5,0.95,3,5.9,0.59,3,0.476339448,0.006666667,13.26315789,1.326315789,3,15.76271186,1.576271186,3,-0.172657034,0.006666667,0.514,0.0514,3,0.437,0.0437,3,0.16229007,0.006666667,8.151750973,0.815175097,3,8.787185355,0.878718535,3,-0.075061703,0.006666667,0.517154094,0.051715409,3,0.557466598,0.05574666,3,-0.075061703,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,IF-NF,NP-CK,T3(N25 P75 WR0)-T1,N,,,,,,,,,,175,,,conventional tillage,,2,,field,soybean wheat,0-5,4.33,0.433,3,3.84,0.384,3,0.120095175,0.006666667,0.49,,0.646,0.0646,3,0.39,0.039,3,0.504652765,0.006666667,0.256,,,,,,,,,,0.149191686,0.014919169,3,0.1015625,0.01015625,3,0.384557589,0.006666667,,,,,,,,,,,,,,,,,19,1.9,3,11,1.1,3,0.546543706,0.006666667,,,,,,,,,136,13.6,3,93,9.3,3,0.380055393,0.006666667,12.7,1.27,3,5.9,0.59,3,0.766649643,0.006666667,10.70866142,1.070866142,3,15.76271186,1.576271186,3,-0.38659425,0.006666667,0.548,0.0548,3,0.437,0.0437,3,0.226342092,0.006666667,7.901459854,0.790145985,3,8.787185355,0.878718535,3,-0.106246916,0.006666667,0.50127541,0.050127541,3,0.557466598,0.05574666,3,-0.106246916,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPM-CK,T4(N20 P60 WR0 + FYM10)-T1,NOM,farmyard manure,10,,,,,,,,140,,,conventional tillage,,2,,field,soybean wheat,0-5,4.45,0.445,3,3.84,0.384,3,0.14743173,0.006666667,0.61,,0.78,0.078,3,0.39,0.039,3,0.693147181,0.006666667,0.39,,,,,,,,,,0.175280899,0.01752809,3,0.1015625,0.01015625,3,0.545715451,0.006666667,,,,,,,,,,,,,,,,,22.9,2.29,3,11,1.1,3,0.733241638,0.006666667,,,,,,,,,156,15.6,3,93,9.3,3,0.517256514,0.006666667,16,1.6,3,5.9,0.59,3,0.997636371,0.006666667,9.75,0.975,3,15.76271186,1.576271186,3,-0.480379857,0.006666667,0.583,0.0583,3,0.437,0.0437,3,0.288253991,0.006666667,7.632933105,0.76329331,3,8.787185355,0.878718535,3,-0.140822262,0.006666667,0.484239842,0.048423984,3,0.557466598,0.05574666,3,-0.140822262,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,OM-NF,S-CK,T5(N0 P0 WR6)-T1,S,wheat Soybean,9,535,5.515463918,97,,,4.842,,,,,conventional tillage,,2,9.684,field,soybean wheat,0-5,4.02,0.402,3,3.84,0.384,3,0.045809536,0.006666667,0.18,,0.5,0.05,3,0.39,0.039,3,0.248461359,0.006666667,0.11,,,,,,,,,,0.124378109,0.012437811,3,0.1015625,0.01015625,3,0.202651823,0.006666667,,,,,,,,,,,,,,,,,12.6,1.26,3,11,1.1,3,0.135801541,0.006666667,,,,,,,,,118,11.8,3,93,9.3,3,0.238085131,0.006666667,7,0.7,3,5.9,0.59,3,0.170957798,0.006666667,16.85714286,1.685714286,3,15.76271186,1.576271186,3,0.067127333,0.006666667,0.464,0.0464,3,0.437,0.0437,3,0.059951357,0.006666667,8.663793103,0.86637931,3,8.787185355,0.878718535,3,-0.014141821,0.006666667,0.549638487,0.054963849,3,0.557466598,0.05574666,3,-0.014141821,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPS-CK,T6(N20 P60 WR6 )-T1,NS,wheat Soybean,9,535,5.515463918,97,,,4.842,,140,,,conventional tillage,,2,9.684,field,soybean wheat,0-5,4.4,0.44,3,3.84,0.384,3,0.136132174,0.006666667,0.56,,0.92,0.092,3,0.39,0.039,3,0.858226931,0.006666667,0.53,,,,,,,,,,0.209090909,0.020909091,3,0.1015625,0.01015625,3,0.722094757,0.006666667,,,,,,,,,,,,,,,,,20.4,2.04,3,11,1.1,3,0.617639628,0.006666667,,,,,,,,,147,14.7,3,93,9.3,3,0.457833094,0.006666667,12.9,1.29,3,5.9,0.59,3,0.78227496,0.006666667,11.39534884,1.139534884,3,15.76271186,1.576271186,3,-0.324441867,0.006666667,0.587,0.0587,3,0.437,0.0437,3,0.295091625,0.006666667,7.495741056,0.749574106,3,8.787185355,0.878718535,3,-0.15895945,0.006666667,0.475536261,0.047553626,3,0.557466598,0.05574666,3,-0.15895945,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPS-CK,T7(N25 P75 WR6)-T1,NS,wheat Soybean,9,535,5.515463918,97,,,4.842,,175,,,conventional tillage,,2,9.684,field,soybean wheat,0-5,4.83,0.483,3,3.84,0.384,3,0.229374101,0.006666667,0.99,,1.04,0.104,3,0.39,0.039,3,0.980829253,0.006666667,0.65,,,,,,,,,,0.215320911,0.021532091,3,0.1015625,0.01015625,3,0.751455152,0.006666667,,,,,,,,,,,,,,,,,20.9,2.09,3,11,1.1,3,0.641853886,0.006666667,,,,,,,,,162,16.2,3,93,9.3,3,0.554996842,0.006666667,17.6,1.76,3,5.9,0.59,3,1.092946551,0.006666667,9.204545455,0.920454545,3,15.76271186,1.576271186,3,-0.537949709,0.006666667,0.655,0.0655,3,0.437,0.0437,3,0.404702041,0.006666667,7.374045802,0.73740458,3,8.787185355,0.878718535,3,-0.175327939,0.006666667,0.467815809,0.046781581,3,0.557466598,0.05574666,3,-0.175327939,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPMS-CK,T8(N20 P60 WR6 + FYM10 )-T1,NSM,"farmyard manure, soybean",13,,,,,,,,140,,,conventional tillage,,2,,field,soybean wheat,0-5,5.79,0.579,3,3.84,0.384,3,0.410659925,0.006666667,1.95,,1.31,0.131,3,0.39,0.039,3,1.211635677,0.006666667,0.92,,,,,,,,,,0.226252159,0.022625216,3,0.1015625,0.01015625,3,0.800975752,0.006666667,,,,,,,,,,,,,,,,,28.4,2.84,3,11,1.1,3,0.948493872,0.006666667,,,,,,,,,202,20.2,3,93,9.3,3,0.775668204,0.006666667,24.3,2.43,3,5.9,0.59,3,1.415523999,0.006666667,8.312757202,0.83127572,3,15.76271186,1.576271186,3,-0.639855795,0.006666667,0.844,0.0844,3,0.437,0.0437,3,0.6582193,0.006666667,6.860189573,0.686018957,3,8.787185355,0.878718535,3,-0.247559375,0.006666667,0.435216328,0.043521633,3,0.557466598,0.05574666,3,-0.247559375,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,IF-NF,NP-CK,T2(N20 P60 WR0)-T1,N,,,,,,,,,,140,,,conventional tillage,,4,,field,soybean wheat,0-5,4.31,0.431,3,3.89,0.389,3,0.102528746,0.006666667,0.42,,0.643,0.0643,3,0.409,0.0409,3,0.452429568,0.006666667,0.234,,,,,,,,,,0.149187935,0.014918794,3,0.105141388,0.010514139,3,0.349900822,0.006666667,,,,,,,,,,,,,,,,,16.6,1.66,3,12.4,1.24,3,0.291706223,0.006666667,,,,,,,,,132,13.2,3,94,9.4,3,0.33950714,0.006666667,9.8,0.98,3,6.3,0.63,3,0.441832752,0.006666667,13.46938776,1.346938776,3,14.92063492,1.492063492,3,-0.102325612,0.006666667,0.518,0.0518,3,0.439,0.0439,3,0.165475829,0.006666667,8.32046332,0.832046332,3,8.861047836,0.886104784,3,-0.062947083,0.006666667,0.557648074,0.055764807,3,0.593878738,0.059387874,3,-0.062947083,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,IF-NF,NP-CK,T3(N25 P75 WR0)-T1,N,,,,,,,,,,175,,,conventional tillage,,4,,field,soybean wheat,0-5,4.38,0.438,3,3.89,0.389,3,0.118639567,0.006666667,0.49,,0.69,0.069,3,0.409,0.0409,3,0.522976442,0.006666667,0.281,,,,,,,,,,0.157534247,0.015753425,3,0.105141388,0.010514139,3,0.404336875,0.006666667,,,,,,,,,,,,,,,,,20.6,2.06,3,12.4,1.24,3,0.507594603,0.006666667,,,,,,,,,140,14,3,94,9.4,3,0.39834764,0.006666667,13.7,1.37,3,6.3,0.63,3,0.776846199,0.006666667,10.2189781,1.02189781,3,14.92063492,1.492063492,3,-0.378498559,0.006666667,0.55,0.055,3,0.439,0.0439,3,0.225418865,0.006666667,7.963636364,0.796363636,3,8.861047836,0.886104784,3,-0.106779298,0.006666667,0.533733075,0.053373308,3,0.593878738,0.059387874,3,-0.106779298,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPM-CK,T4(N20 P60 WR0 + FYM10)-T1,NOM,farmyard manure,10,,,,,,,,140,,,conventional tillage,,4,,field,soybean wheat,0-5,5.6,0.56,3,3.89,0.389,3,0.36435744,0.006666667,1.71,,0.839,0.0839,3,0.409,0.0409,3,0.71849555,0.006666667,0.43,,,,,,,,,,0.149821429,0.014982143,3,0.105141388,0.010514139,3,0.35413811,0.006666667,,,,,,,,,,,,,,,,,24,2.4,3,12.4,1.24,3,0.660357358,0.006666667,,,,,,,,,157,15.7,3,94,9.4,3,0.512951023,0.006666667,16.7,1.67,3,6.3,0.63,3,0.974859086,0.006666667,9.401197605,0.94011976,3,14.92063492,1.492063492,3,-0.461908063,0.006666667,0.585,0.0585,3,0.439,0.0439,3,0.287112434,0.006666667,9.572649573,0.957264957,3,8.861047836,0.886104784,3,0.077245006,0.006666667,0.641571195,0.064157119,3,0.593878738,0.059387874,3,0.077245006,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,OM-NF,S-CK,T5(N0 P0 WR6)-T1,S,wheat Soybean,9,535,5.515463918,97,,,4.842,,,,,conventional tillage,,4,19.368,field,soybean wheat,0-5,4.46,0.446,3,3.89,0.389,3,0.136739608,0.006666667,0.57,,0.613,0.0613,3,0.409,0.0409,3,0.40464978,0.006666667,0.204,,,,,,,,,,0.137443946,0.013744395,3,0.105141388,0.010514139,3,0.267910171,0.006666667,,,,,,,,,,,,,,,,,13.7,1.37,3,12.4,1.24,3,0.09969936,0.006666667,,,,,,,,,126,12.6,3,94,9.4,3,0.292987125,0.006666667,7.2,0.72,3,6.3,0.63,3,0.133531393,0.006666667,17.5,1.75,3,14.92063492,1.492063492,3,0.159455732,0.006666667,0.47,0.047,3,0.439,0.0439,3,0.068233282,0.006666667,9.489361702,0.94893617,3,8.861047836,0.886104784,3,0.068506327,0.006666667,0.635989135,0.063598914,3,0.593878738,0.059387874,3,0.068506327,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPS-CK,T6(N20 P60 WR6 )-T1,NS,wheat Soybean,9,535,5.515463918,97,,,4.842,,140,,,conventional tillage,,4,19.368,field,soybean wheat,0-5,4.95,0.495,3,3.89,0.389,3,0.240978419,0.006666667,1.06,,0.964,0.0964,3,0.409,0.0409,3,0.857376139,0.006666667,0.555,,,,,,,,,,0.194747475,0.019474747,3,0.105141388,0.010514139,3,0.61639772,0.006666667,,,,,,,,,,,,,,,,,22.1,2.21,3,12.4,1.24,3,0.577881136,0.006666667,,,,,,,,,149,14.9,3,94,9.4,3,0.460651524,0.006666667,13.2,1.32,3,6.3,0.63,3,0.739667196,0.006666667,11.28787879,1.128787879,3,14.92063492,1.492063492,3,-0.279015673,0.006666667,0.592,0.0592,3,0.439,0.0439,3,0.299007222,0.006666667,8.361486486,0.836148649,3,8.861047836,0.886104784,3,-0.058028803,0.006666667,0.560397499,0.05603975,3,0.593878738,0.059387874,3,-0.058028803,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPS-CK,T7(N25 P75 WR6)-T1,NS,wheat Soybean,9,535,5.515463918,97,,,4.842,,175,,,conventional tillage,,4,19.368,field,soybean wheat,0-5,5.35,0.535,3,3.89,0.389,3,0.318687403,0.006666667,1.46,,1.045,0.1045,3,0.409,0.0409,3,0.938057008,0.006666667,0.636,,,,,,,,,,0.195327103,0.01953271,3,0.105141388,0.010514139,3,0.619369605,0.006666667,,,,,,,,,,,,,,,,,22.6,2.26,3,12.4,1.24,3,0.600253434,0.006666667,,,,,,,,,189,18.9,3,94,9.4,3,0.698452233,0.006666667,18.1,1.81,3,6.3,0.63,3,1.055362305,0.006666667,10.44198895,1.044198895,3,14.92063492,1.492063492,3,-0.356910072,0.006666667,0.658,0.0658,3,0.439,0.0439,3,0.404705518,0.006666667,8.130699088,0.813069909,3,8.861047836,0.886104784,3,-0.086018115,0.006666667,0.544929833,0.054492983,3,0.593878738,0.059387874,3,-0.086018115,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPMS-CK,T8(N20 P60 WR6 + FYM10 )-T1,NSM,"farmyard manure, soybean",13,,,,,,,,140,,,conventional tillage,,4,,field,soybean wheat,0-5,5.89,0.589,3,3.89,0.389,3,0.41484684,0.006666667,2,,1.332,0.1332,3,0.409,0.0409,3,1.180721695,0.006666667,0.923,,,,,,,,,,0.22614601,0.022614601,3,0.105141388,0.010514139,3,0.765874855,0.006666667,,,,,,,,,,,,,,,,,25.8,2.58,3,12.4,1.24,3,0.732678019,0.006666667,,,,,,,,,196,19.6,3,94,9.4,3,0.734819877,0.006666667,25.1,2.51,3,6.3,0.63,3,1.382318213,0.006666667,7.80876494,0.780876494,3,14.92063492,1.492063492,3,-0.647498336,0.006666667,0.847,0.0847,3,0.439,0.0439,3,0.657201282,0.006666667,6.953955136,0.695395514,3,8.861047836,0.886104784,3,-0.242354442,0.006666667,0.466062951,0.046606295,3,0.593878738,0.059387874,3,-0.242354442,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,IF-NF,NP-CK,T2(N20 P60 WR0)-T1,N,,,,,,,,,,140,,,Conservation tillage（mulching),cover,2,,field,soybean wheat,0-5,4.73,0.473,3,4.55,0.455,3,0.03879797,0.006666667,0.18,,0.69,0.069,3,0.5,0.05,3,0.322083499,0.006666667,0.19,,,,,,,,,,0.145877378,0.014587738,3,0.10989011,0.010989011,3,0.28328553,0.006666667,,,,,,,,,,,,,,,,,24.7,2.47,3,20.1,2.01,3,0.206083429,0.006666667,,,,,,,,,142,14.2,3,116,11.6,3,0.202236866,0.006666667,10.4,1.04,3,6.4,0.64,3,0.485507816,0.006666667,13.65384615,1.365384615,3,18.125,1.8125,3,-0.283270949,0.006666667,0.542,0.0542,3,0.476,0.0476,3,0.129848147,0.006666667,8.726937269,0.872693727,3,9.558823529,0.955882353,3,-0.091050178,0.006666667,0.481486194,0.048148619,3,0.527383367,0.052738337,3,-0.091050178,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,IF-NF,NP-CK,T3(N25 P75 WR0)-T1,N,,,,,,,,,,175,,,Conservation tillage（mulching),cover,2,,field,soybean wheat,0-5,4.79,0.479,3,4.55,0.455,3,0.051403178,0.006666667,0.24,,0.73,0.073,3,0.5,0.05,3,0.378436436,0.006666667,0.23,,,,,,,,,,0.152400835,0.015240084,3,0.10989011,0.010989011,3,0.327033257,0.006666667,,,,,,,,,,,,,,,,,26.1,2.61,3,20.1,2.01,3,0.261215499,0.006666667,,,,,,,,,153,15.3,3,116,11.6,3,0.27684773,0.006666667,15.6,1.56,3,6.4,0.64,3,0.890972924,0.006666667,9.807692308,0.980769231,3,18.125,1.8125,3,-0.614125194,0.006666667,0.575,0.0575,3,0.476,0.0476,3,0.188952187,0.006666667,8.330434783,0.833043478,3,9.558823529,0.955882353,3,-0.137549008,0.006666667,0.459610195,0.045961019,3,0.527383367,0.052738337,3,-0.137549008,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,COM-NF,NPM-CK,T4(N20 P60 WR0 + FYM10)-T1,NOM,farmyard manure,10,,,,,,,,140,,,Conservation tillage（mulching),cover,2,,field,soybean wheat,0-5,5.02,0.502,3,4.55,0.455,3,0.098302701,0.006666667,0.47,,0.91,0.091,3,0.5,0.05,3,0.598836501,0.006666667,0.41,,,,,,,,,,0.1812749,0.01812749,3,0.10989011,0.010989011,3,0.5005338,0.006666667,,,,,,,,,,,,,,,,,27,2.7,3,20.1,2.01,3,0.295117051,0.006666667,,,,,,,,,170,17,3,116,11.6,3,0.382208246,0.006666667,16.8,1.68,3,6.4,0.64,3,0.965080896,0.006666667,10.11904762,1.011904762,3,18.125,1.8125,3,-0.58287265,0.006666667,0.618,0.0618,3,0.476,0.0476,3,0.261070603,0.006666667,8.122977346,0.812297735,3,9.558823529,0.955882353,3,-0.162767902,0.006666667,0.448164267,0.044816427,3,0.527383367,0.052738337,3,-0.162767902,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,117,"Aulakh et al., 2013","Punjab Agricultural University research farm, Ludhiana, India.",75.8,30.9,25,779,7.4,4.8,0.83,5.78313253,49,30,21,51,,OM-NF,S-CK,T5(N0 P0 WR6)-T1,S,wheat Soybean,9,535,5.515463918,97,,,4.842,,,,,Conservation tillage（mulching),cover,2,9.684,field,soybean wheat,0-5,4.9,0.49,3,4.55,0.455,3,0.074107972,0.006666667,0.35,,0.63,0.063,3,0.5,0.05,3,0.231111721,0.006666667,0.13,,,,,,,,,,0.128571429,0.012857143,3,0.10989011,0.010989011,3,0.157003749,0.006666667,,,,,,,,,,,,,,,,,23.5,2.35,3,20.1,2.01,3,0.156280606,0.006666667,,,,,,,,,139,13.9,3,116,11.6,3,0.180883742,0.006666667,7.2,0.72,3,6.4,0.64,3,0.117783036,0.006666667,19.30555556,1.930555556,3,18.125,1.8125,3,0.063100706,0.006666667,0.522,0.0522,3,0.476,0.0476,3,0.092249734,0.006666667,9.38697318,0.938697318,3,9.558823529,0.955882353,3,-0.018141761,0.006666667,0.517901969,0.051790197,3,0.527383367,0.052738337,3,-0.018141761,0.006666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
